### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Tue Sep 19 07:46:50 2006
Levelengine_version 1


Background_color_1 130 200 230
Background_color_2 210 220 250

Background_image_type_1 1
Background_image_1 game/background/green_junglehills.png 1.000000 1.000000 0.000110
Sprite ground/green_1/ground/up.png 5503 171 MASSIVE
Sprite ground/green_1/ground/up.png 5562 171 MASSIVE
Sprite ground/green_1/ground/up.png 5621 171 MASSIVE
Sprite ground/green_1/ground/up.png 5680 171 MASSIVE
Sprite ground/green_1/ground/up.png 5739 171 MASSIVE
Sprite ground/green_1/ground/up.png 5798 171 MASSIVE
Sprite ground/green_1/ground/up.png 5857 171 MASSIVE
Sprite ground/green_1/ground/up.png 5916 171 MASSIVE
Sprite ground/green_1/ground/up.png 5975 171 MASSIVE
Sprite ground/green_1/ground/up.png 6034 171 MASSIVE
Sprite ground/green_1/ground/up.png 6093 171 MASSIVE
Sprite ground/green_1/ground/up.png 6152 171 MASSIVE
Sprite ground/green_1/ground/up.png 6211 171 MASSIVE
Sprite ground/green_1/ground/up.png 6270 171 MASSIVE
Sprite ground/green_1/ground/up.png 6329 171 MASSIVE
Sprite ground/green_1/ground/up.png 6388 171 MASSIVE
Sprite ground/green_1/ground/up.png 6447 171 MASSIVE
Sprite ground/green_1/ground/up.png 6506 171 MASSIVE
Sprite ground/green_1/ground/up.png 6565 171 MASSIVE
Sprite ground/green_1/ground/up.png 6885 171 MASSIVE
Sprite ground/green_1/ground/up.png 6944 171 MASSIVE
Sprite ground/green_1/ground/up.png 7003 171 MASSIVE
Sprite ground/green_1/ground/up.png 7062 171 MASSIVE
Sprite ground/green_1/ground/up.png 7121 171 MASSIVE
Sprite ground/green_1/ground/up.png 7180 171 MASSIVE
Sprite ground/green_1/ground/up.png 7239 171 MASSIVE
Sprite ground/green_1/ground/up.png 7416 171 MASSIVE
Sprite ground/green_1/ground/up.png 7475 171 MASSIVE
Sprite ground/green_1/ground/up.png 7534 171 MASSIVE
Sprite ground/green_1/ground/up.png 7593 171 MASSIVE
Sprite ground/green_1/ground/up.png 7652 171 MASSIVE
Sprite ground/green_1/ground/up.png 7711 171 MASSIVE
Sprite ground/green_1/ground/up.png 8217 171 MASSIVE
Sprite ground/green_1/ground/up.png 8276 171 MASSIVE
Sprite ground/green_1/ground/up.png 8335 171 MASSIVE
Sprite ground/green_1/ground/up.png 8394 171 MASSIVE
Sprite ground/green_1/ground/up.png 8453 171 MASSIVE
Sprite ground/green_1/ground/up.png 8512 171 MASSIVE
Sprite ground/green_1/ground/up.png 8571 171 MASSIVE
Sprite ground/green_1/ground/up.png 8630 171 MASSIVE
Sprite ground/green_1/ground/up.png 8689 171 MASSIVE
Sprite ground/green_1/ground/up.png 8748 171 MASSIVE
Sprite ground/green_1/ground/up.png 8807 171 MASSIVE
Sprite ground/green_1/ground/up.png 8866 171 MASSIVE
Sprite ground/green_1/ground/up.png 8925 171 MASSIVE
Sprite ground/green_1/ground/up.png 8984 171 MASSIVE
Sprite ground/green_1/ground/up.png 9043 171 MASSIVE
Sprite ground/green_1/ground/up.png 9102 171 MASSIVE
Sprite ground/green_1/ground/up.png 9161 171 MASSIVE
Sprite ground/green_1/ground/up.png 9220 171 MASSIVE
Sprite ground/green_1/ground/up.png 9559 171 MASSIVE
Sprite ground/green_1/ground/up.png 9618 171 MASSIVE
Sprite ground/green_1/ground/up.png 9677 171 MASSIVE
Sprite ground/green_1/ground/up.png 9736 171 MASSIVE
Sprite ground/green_1/ground/up.png 9795 171 MASSIVE
Sprite ground/green_1/ground/up.png 9854 171 MASSIVE
Sprite ground/green_1/ground/up.png 9913 171 MASSIVE
Sprite ground/green_1/ground/up.png 9972 171 MASSIVE
Sprite ground/green_1/ground/up.png 10031 171 MASSIVE
Sprite ground/green_1/ground/up.png 10090 171 MASSIVE
Sprite ground/green_1/ground/up.png 10149 171 MASSIVE
Sprite ground/green_1/ground/up.png 10208 171 MASSIVE
Sprite ground/green_1/ground/up.png 10267 171 MASSIVE
Sprite ground/green_1/ground/up.png 10326 171 MASSIVE
Sprite ground/green_1/ground/up.png 10385 171 MASSIVE
Sprite ground/green_1/ground/up.png 10799 171 MASSIVE
Sprite ground/green_1/ground/up.png 10858 171 MASSIVE
Sprite ground/green_1/ground/up.png 10917 171 MASSIVE
Sprite ground/green_1/ground/up.png 10976 171 MASSIVE
Sprite ground/green_1/ground/up.png 11035 171 MASSIVE
Sprite ground/green_1/ground/up.png 11094 171 MASSIVE
Sprite ground/green_1/ground/up.png 11153 171 MASSIVE
Sprite ground/green_1/ground/up.png 11212 171 MASSIVE
Sprite ground/green_1/ground/up.png 11271 171 MASSIVE
Sprite ground/green_1/ground/up.png 11330 171 MASSIVE
Sprite ground/green_1/ground/up.png 11389 171 MASSIVE
Sprite ground/green_1/ground/up.png 11448 171 MASSIVE
Sprite ground/green_1/ground/up.png 11507 171 MASSIVE
Sprite ground/green_1/ground/up.png 11566 171 MASSIVE
Sprite ground/green_1/ground/up.png 11625 171 MASSIVE
Sprite ground/green_1/ground/up.png 11684 171 MASSIVE
Sprite ground/green_1/ground/up.png 11743 171 MASSIVE
Sprite ground/green_1/ground/up.png 11802 171 MASSIVE
Sprite ground/green_1/ground/up.png 11861 171 MASSIVE
Sprite ground/green_1/ground/up.png 11920 171 MASSIVE
Sprite ground/green_1/ground/up.png 11979 171 MASSIVE
Sprite ground/green_1/ground/up.png 12432 171 MASSIVE
Sprite ground/green_1/ground/up.png 12491 171 MASSIVE
Sprite ground/green_1/ground/up.png 12550 171 MASSIVE
Sprite ground/green_1/ground/up.png 12609 171 MASSIVE
Sprite ground/green_1/ground/up.png 12668 171 MASSIVE
Sprite ground/green_1/ground/up.png 12727 171 MASSIVE
Sprite ground/green_1/ground/up.png 12786 171 MASSIVE
Sprite ground/green_1/ground/up.png 12845 171 MASSIVE
Sprite ground/green_1/ground/up.png 12904 171 MASSIVE
Sprite ground/green_1/ground/up.png 12963 171 MASSIVE
Sprite ground/green_1/ground/up.png 13022 171 MASSIVE
Sprite ground/green_1/ground/up.png 13081 171 MASSIVE
Sprite ground/green_1/ground/up.png 13140 171 MASSIVE
Sprite ground/green_1/ground/up.png 13199 171 MASSIVE
Sprite ground/green_1/ground/up.png 13258 171 MASSIVE
Sprite ground/green_1/ground/up.png 14232 171 MASSIVE
Sprite ground/green_1/ground/up.png 14291 171 MASSIVE
Sprite ground/green_1/ground/up.png 14350 171 MASSIVE
Sprite ground/green_1/ground/up.png 14409 171 MASSIVE
Sprite ground/green_1/ground/up.png 14468 171 MASSIVE
Sprite ground/green_1/ground/up.png 14527 171 MASSIVE
Sprite ground/green_1/ground/up.png 14586 171 MASSIVE
Sprite ground/green_1/ground/up.png 14645 171 MASSIVE
Sprite ground/green_1/ground/up.png 14704 171 MASSIVE
Sprite ground/green_1/ground/up.png 14763 171 MASSIVE
Sprite ground/green_1/ground/up.png 14822 171 MASSIVE
Sprite ground/green_1/ground/up.png 14881 171 MASSIVE
Sprite ground/green_1/ground/up.png 14940 171 MASSIVE
Sprite ground/green_1/ground/up.png 14999 171 MASSIVE
Sprite ground/green_1/ground/up.png 15058 171 MASSIVE
Sprite ground/green_1/ground/up.png 15117 171 MASSIVE
Sprite ground/green_1/ground/up.png 15176 171 MASSIVE
Sprite ground/green_1/ground/up.png 15235 171 MASSIVE
Sprite ground/green_1/ground/up.png 15294 171 MASSIVE
Sprite ground/green_1/ground/up.png 1439 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 1385 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 1003 171 MASSIVE
Sprite ground/green_1/ground/hill_right.png 1003 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 1003 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 1003 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 1385 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 1385 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 1385 32 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 2446 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 3721 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 6831 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 8163 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 9505 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 10745 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 12378 171 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 14178 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 2088 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 3326 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 5014 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 6624 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 7770 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 9279 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 10444 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 12038 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 13317 171 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 15353 171 MASSIVE
Sprite ground/green_1/ground/hill_right.png 2088 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 3326 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 5014 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6624 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7770 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9279 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 10444 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 12038 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 13317 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 15353 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 2446 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 3721 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 6831 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8163 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9505 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10745 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 12378 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 14178 124 MASSIVE
Sprite ground/green_1/ground/hill_right.png 2088 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 2088 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 2446 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 2446 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 3326 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 3326 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 3721 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 3721 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 5014 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 5014 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6624 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6624 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 6831 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 6831 32 MASSIVE
Sprite ground/green_1/ground/up.png 6932 32 MASSIVE
Sprite ground/green_1/ground/right.png 6885 124 MASSIVE
Sprite ground/green_1/ground/right.png 6885 78 MASSIVE
Sprite ground/green_1/ground/right.png 6885 32 MASSIVE
Sprite ground/green_1/ground/up.png 6991 32 MASSIVE
Sprite ground/green_1/ground/up.png 7050 32 MASSIVE
Sprite ground/green_1/ground/up.png 7109 32 MASSIVE
Sprite ground/green_1/ground/up.png 7168 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8163 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8163 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7770 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7770 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9279 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9279 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9505 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9505 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 10444 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 10444 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10745 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10745 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 12038 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 12038 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 12378 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 12378 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 13317 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 13317 32 MASSIVE
Sprite ground/green_1/ground/hill_left.png 14178 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 14178 32 MASSIVE
Sprite ground/green_1/ground/hill_right.png 15353 78 MASSIVE
Sprite ground/green_1/ground/hill_right.png 15353 32 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 5449 171 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5449 124 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5449 78 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5449 32 MASSIVE
Sprite ground/green_1/ground/middle.png 7298 32 MASSIVE
Sprite ground/green_1/ground/up.png 7227 32 MASSIVE
Sprite ground/green_1/ground/left.png 7243 32 MASSIVE
Sprite blocks/stone/1.png 4404 215 MASSIVE
Sprite blocks/stone/1.png 4084 579 MASSIVE
Sprite blocks/stone/1.png 4040 579 MASSIVE
Sprite blocks/stone/1.png 3996 623 MASSIVE
Sprite blocks/stone/1.png 3952 623 MASSIVE
Sprite blocks/stone/1.png 3908 667 MASSIVE
Sprite blocks/stone/1.png 3864 667 MASSIVE
Sprite blocks/stone/1.png 3952 799 MASSIVE
Sprite blocks/stone/1.png 3996 799 MASSIVE
Sprite blocks/stone/1.png 4128 975 MASSIVE
Sprite blocks/stone/1.png 4172 975 MASSIVE
Sprite blocks/stone/1.png 4304 1151 MASSIVE
Sprite blocks/stone/1.png 4348 1151 MASSIVE

### Passive Objects ###
Sprite ground/green_1/hedges/big_1.png 3907 452 PASSIVE
Sprite ground/green_1/hedges/medium_1.png 10259 216 PASSIVE
Sprite ground/green_1/ground/left.png 7243 32 PASSIVE
Sprite ground/green_1/ground/middle.png 0 124 PASSIVE
Sprite ground/green_1/ground/middle.png 59 124 PASSIVE
Sprite ground/green_1/ground/middle.png 118 124 PASSIVE
Sprite ground/green_1/ground/middle.png 177 124 PASSIVE
Sprite ground/green_1/ground/middle.png 236 124 PASSIVE
Sprite ground/green_1/ground/middle.png 295 124 PASSIVE
Sprite ground/green_1/ground/middle.png 354 124 PASSIVE
Sprite ground/green_1/ground/middle.png 413 124 PASSIVE
Sprite ground/green_1/ground/middle.png 472 124 PASSIVE
Sprite ground/green_1/ground/middle.png 531 124 PASSIVE
Sprite ground/green_1/ground/middle.png 590 124 PASSIVE
Sprite ground/green_1/ground/middle.png 649 124 PASSIVE
Sprite ground/green_1/ground/middle.png 708 124 PASSIVE
Sprite ground/green_1/ground/middle.png 767 124 PASSIVE
Sprite ground/green_1/ground/middle.png 826 124 PASSIVE
Sprite ground/green_1/ground/middle.png 885 124 PASSIVE
Sprite ground/green_1/ground/middle.png 944 124 PASSIVE
Sprite ground/green_1/ground/middle.png 944 32 PASSIVE
Sprite ground/green_1/ground/middle.png 885 32 PASSIVE
Sprite ground/green_1/ground/middle.png 826 32 PASSIVE
Sprite ground/green_1/ground/middle.png 767 32 PASSIVE
Sprite ground/green_1/ground/middle.png 708 32 PASSIVE
Sprite ground/green_1/ground/middle.png 649 32 PASSIVE
Sprite ground/green_1/ground/middle.png 590 32 PASSIVE
Sprite ground/green_1/ground/middle.png 531 32 PASSIVE
Sprite ground/green_1/ground/middle.png 472 32 PASSIVE
Sprite ground/green_1/ground/middle.png 413 32 PASSIVE
Sprite ground/green_1/ground/middle.png 354 32 PASSIVE
Sprite ground/green_1/ground/middle.png 295 32 PASSIVE
Sprite ground/green_1/ground/middle.png 236 32 PASSIVE
Sprite ground/green_1/ground/middle.png 177 32 PASSIVE
Sprite ground/green_1/ground/middle.png 118 32 PASSIVE
Sprite ground/green_1/ground/middle.png 59 32 PASSIVE
Sprite ground/green_1/ground/middle.png 0 32 PASSIVE
Sprite ground/green_1/ground/middle.png 0 78 PASSIVE
Sprite ground/green_1/ground/middle.png 59 78 PASSIVE
Sprite ground/green_1/ground/middle.png 118 78 PASSIVE
Sprite ground/green_1/ground/middle.png 177 78 PASSIVE
Sprite ground/green_1/ground/middle.png 236 78 PASSIVE
Sprite ground/green_1/ground/middle.png 295 78 PASSIVE
Sprite ground/green_1/ground/middle.png 354 78 PASSIVE
Sprite ground/green_1/ground/middle.png 413 78 PASSIVE
Sprite ground/green_1/ground/middle.png 472 78 PASSIVE
Sprite ground/green_1/ground/middle.png 531 78 PASSIVE
Sprite ground/green_1/ground/middle.png 590 78 PASSIVE
Sprite ground/green_1/ground/middle.png 649 78 PASSIVE
Sprite ground/green_1/ground/middle.png 708 78 PASSIVE
Sprite ground/green_1/ground/middle.png 767 78 PASSIVE
Sprite ground/green_1/ground/middle.png 826 78 PASSIVE
Sprite ground/green_1/ground/middle.png 885 78 PASSIVE
Sprite ground/green_1/ground/middle.png 944 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1439 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1439 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1439 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1498 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1557 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1616 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1675 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1734 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1793 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1852 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1911 124 PASSIVE
Sprite ground/green_1/ground/middle.png 1970 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2029 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2029 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2029 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1970 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1911 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1852 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1793 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1734 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1675 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1616 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1557 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1498 32 PASSIVE
Sprite ground/green_1/ground/middle.png 1498 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1557 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1616 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1675 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1734 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1793 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1852 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1911 78 PASSIVE
Sprite ground/green_1/ground/middle.png 1970 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2500 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2500 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2500 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2559 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2618 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2677 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2736 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2795 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2854 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2913 32 PASSIVE
Sprite ground/green_1/ground/middle.png 2972 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3031 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3090 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3149 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3208 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3267 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3267 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3267 124 PASSIVE
Sprite ground/green_1/ground/middle.png 3208 124 PASSIVE
Sprite ground/green_1/ground/middle.png 3149 124 PASSIVE
Sprite ground/green_1/ground/middle.png 3090 124 PASSIVE
Sprite ground/green_1/ground/middle.png 3031 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2972 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2913 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2854 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2795 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2736 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2677 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2618 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2559 124 PASSIVE
Sprite ground/green_1/ground/middle.png 2559 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2618 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2677 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2736 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2795 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2854 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2913 78 PASSIVE
Sprite ground/green_1/ground/middle.png 2972 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3031 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3090 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3149 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3208 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3775 124 PASSIVE
Sprite ground/green_1/ground/middle.png 3775 78 PASSIVE
Sprite ground/green_1/ground/middle.png 3775 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3834 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3893 32 PASSIVE
Sprite ground/green_1/ground/middle.png 3952 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4011 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4070 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4129 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4188 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4247 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4306 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4365 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4424 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4483 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4542 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4601 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4660 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4719 32 PASSIVE
Sprite ground/green_1/ground/middle.png 4778 32 PASSIVE
