### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Wed Oct 25 18:25:19 2006
Levelengine_version 1

version 0.1a

Background_color_1 255 255 255
Background_color_2 50 90 200

Background_image_type_1 1
Background_image_1 game/background/green_junglehills.png 1.000000 1.000000 0.000110
Sprite ground/green_1/ground/right_up.png 9029 266 MASSIVE
Sprite ground/green_1/ground/right.png 9029 173 MASSIVE
Sprite ground/green_1/ground/right.png 9029 127 MASSIVE
Sprite ground/green_1/ground/right.png 9029 81 MASSIVE
Sprite ground/green_1/ground/right.png 9029 35 MASSIVE
Sprite pipes/blue/up.png 9246 295 MASSIVE
Sprite pipes/blue/ver.png 9246 246 MASSIVE
Sprite pipes/blue/ver.png 9246 196 MASSIVE
Sprite pipes/blue/ver.png 9246 146 MASSIVE
Sprite pipes/blue/ver.png 9246 97 MASSIVE
Sprite pipes/blue/ver.png 9246 47 MASSIVE
Sprite pipes/blue/up.png 9707 213 MASSIVE
Sprite pipes/blue/ver.png 9707 163 MASSIVE
Sprite pipes/blue/ver.png 9707 113 MASSIVE
Sprite pipes/blue/ver.png 9707 63 MASSIVE
Sprite pipes/blue/ver.png 9707 13 MASSIVE
Sprite ground/green_1/ground/left.png 9790 127 MASSIVE
Sprite ground/green_1/ground/left.png 9790 81 MASSIVE
Sprite ground/green_1/ground/left.png 9790 35 MASSIVE
Sprite ground/green_1/ground/left_up.png 9790 174 MASSIVE
Sprite ground/green_1/ground/right.png 10081 127 MASSIVE
Sprite ground/green_1/ground/right_up.png 10081 174 MASSIVE
Sprite ground/green_1/ground/right.png 10081 81 MASSIVE
Sprite ground/green_1/ground/right.png 10081 35 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 404 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 10395 451 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 358 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 312 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 266 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 220 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 174 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 128 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 82 MASSIVE
Sprite ground/green_1/ground/hill_left.png 10395 36 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 781 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 11346 1102 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 735 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 689 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 643 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 597 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 551 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 505 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 459 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 413 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 367 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 321 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 275 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 229 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 183 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 137 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 91 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 45 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 780 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 11636 1102 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 734 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 689 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 643 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 597 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 551 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 505 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 459 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 413 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 367 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 321 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 275 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 229 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 183 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 137 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 91 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 45 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 1055 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 1009 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 1055 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 1009 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 964 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 918 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 964 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 918 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 873 MASSIVE
Sprite ground/green_1/ground/hill_left.png 11346 827 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 872 MASSIVE
Sprite ground/green_1/ground/hill_right.png 11636 826 MASSIVE
Sprite ground/green_1/ground/up.png 337 713 MASSIVE
Sprite ground/green_1/ground/left_up.png 449 120 MASSIVE
Sprite ground/green_1/ground/up.png 504 120 MASSIVE
Sprite ground/green_1/ground/up.png 563 120 MASSIVE
Sprite ground/green_1/ground/up.png 622 120 MASSIVE
Sprite ground/green_1/ground/up.png 681 120 MASSIVE
Sprite ground/green_1/ground/up.png 740 120 MASSIVE
Sprite ground/green_1/ground/up.png 799 120 MASSIVE
Sprite ground/green_1/ground/up.png 858 120 MASSIVE
Sprite ground/green_1/ground/up.png 917 120 MASSIVE
Sprite ground/green_1/ground/up.png 976 120 MASSIVE
Sprite ground/green_1/ground/up.png 278 713 MASSIVE
Sprite ground/green_1/ground/up.png 219 713 MASSIVE
Sprite ground/green_1/ground/up.png 160 713 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1319 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1343 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1367 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1391 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1415 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1439 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1463 193 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 1487 193 MASSIVE
Sprite ground/green_1/ground/up.png 1796 137 MASSIVE
Sprite ground/green_1/ground/up.png 3534 177 MASSIVE
Sprite ground/green_1/ground/right_up.png 8545 66 MASSIVE
Sprite ground/green_1/ground/up.png 8793 266 MASSIVE
Sprite ground/green_1/ground/up.png 8852 266 MASSIVE
Sprite ground/green_1/ground/up.png 8911 266 MASSIVE
Sprite ground/green_1/ground/up.png 8970 266 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9329 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9353 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9377 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9401 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9425 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9449 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9473 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9497 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9521 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9545 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9569 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9593 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9617 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9641 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9665 152 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 9689 152 MASSIVE
Sprite ground/green_1/ground/up.png 9845 174 MASSIVE
Sprite ground/green_1/ground/up.png 9904 174 MASSIVE
Sprite ground/green_1/ground/up.png 9963 174 MASSIVE
Sprite ground/green_1/ground/up.png 10022 174 MASSIVE
Sprite ground/green_1/ground/up.png 5654 66 MASSIVE
Sprite ground/green_1/ground/up.png 5713 66 MASSIVE
Sprite ground/green_1/ground/up.png 5772 66 MASSIVE
Sprite ground/green_1/ground/up.png 5831 66 MASSIVE
Sprite ground/green_1/ground/up.png 5890 66 MASSIVE
Sprite ground/green_1/ground/up.png 5949 66 MASSIVE
Sprite ground/green_1/ground/up.png 6008 66 MASSIVE
Sprite ground/green_1/ground/up.png 6067 66 MASSIVE
Sprite ground/green_1/ground/up.png 6126 66 MASSIVE
Sprite ground/green_1/ground/up.png 1088 212 MASSIVE
Sprite ground/green_1/ground/up.png 1147 212 MASSIVE
Sprite ground/green_1/ground/up.png 1206 212 MASSIVE
Sprite ground/green_1/ground/up.png 1565 213 MASSIVE
Sprite ground/green_1/ground/up.png 1624 213 MASSIVE
Sprite ground/green_1/ground/up.png 1683 213 MASSIVE
Sprite ground/green_1/ground/up.png 1855 137 MASSIVE
Sprite ground/green_1/ground/up.png 1914 137 MASSIVE
Sprite ground/green_1/ground/up.png 1973 137 MASSIVE
Sprite ground/green_1/ground/up.png 2032 137 MASSIVE
Sprite ground/green_1/ground/up.png 2091 137 MASSIVE
Sprite ground/green_1/ground/up.png 2150 137 MASSIVE
Sprite ground/green_1/ground/up.png 2209 137 MASSIVE
Sprite ground/green_1/ground/up.png 2268 137 MASSIVE
Sprite ground/green_1/ground/up.png 2327 137 MASSIVE
Sprite ground/green_1/ground/up.png 2386 137 MASSIVE
Sprite ground/green_1/ground/up.png 2445 137 MASSIVE
Sprite ground/green_1/ground/up.png 2504 137 MASSIVE
Sprite ground/green_1/ground/up.png 2563 137 MASSIVE
Sprite ground/green_1/ground/up.png 2622 137 MASSIVE
Sprite ground/green_1/ground/up.png 2681 137 MASSIVE
Sprite ground/green_1/ground/up.png 2740 137 MASSIVE
Sprite ground/green_1/ground/up.png 2799 137 MASSIVE
Sprite ground/green_1/ground/up.png 2858 137 MASSIVE
Sprite ground/green_1/ground/up.png 2917 137 MASSIVE
Sprite ground/green_1/ground/up.png 2976 137 MASSIVE
Sprite ground/green_1/ground/up.png 3303 223 MASSIVE
Sprite ground/green_1/ground/up.png 3362 223 MASSIVE
Sprite ground/green_1/ground/up.png 3421 223 MASSIVE
Sprite ground/green_1/ground/up.png 3593 177 MASSIVE
Sprite ground/green_1/ground/up.png 3652 177 MASSIVE
Sprite ground/green_1/ground/up.png 3711 177 MASSIVE
Sprite ground/green_1/ground/up.png 3770 177 MASSIVE
Sprite ground/green_1/ground/up.png 3829 177 MASSIVE
Sprite ground/green_1/ground/up.png 3888 177 MASSIVE
Sprite ground/green_1/ground/up.png 3947 177 MASSIVE
Sprite ground/green_1/ground/up.png 4006 177 MASSIVE
Sprite ground/green_1/ground/up.png 4065 177 MASSIVE
Sprite ground/green_1/ground/up.png 4124 177 MASSIVE
Sprite ground/green_1/ground/up.png 4183 177 MASSIVE
Sprite ground/green_1/ground/up.png 4242 177 MASSIVE
Sprite ground/green_1/ground/up.png 4301 177 MASSIVE
Sprite ground/green_1/ground/up.png 4360 177 MASSIVE
Sprite ground/green_1/ground/up.png 4419 177 MASSIVE
Sprite ground/green_1/ground/up.png 4478 177 MASSIVE
Sprite ground/green_1/ground/up.png 4646 298 MASSIVE
Sprite ground/green_1/ground/up.png 4705 298 MASSIVE
Sprite ground/green_1/ground/up.png 4764 298 MASSIVE
Sprite ground/green_1/ground/up.png 4823 298 MASSIVE
Sprite ground/green_1/ground/up.png 4882 298 MASSIVE
Sprite ground/green_1/ground/up.png 4941 298 MASSIVE
Sprite ground/green_1/ground/up.png 5000 298 MASSIVE
Sprite ground/green_1/ground/up.png 5059 298 MASSIVE
Sprite ground/green_1/ground/up.png 5118 298 MASSIVE
Sprite ground/green_1/ground/up.png 5364 297 MASSIVE
Sprite ground/green_1/ground/up.png 5423 297 MASSIVE
Sprite ground/green_1/ground/up.png 5482 297 MASSIVE
Sprite ground/green_1/ground/up.png 5541 297 MASSIVE
Sprite ground/green_1/ground/up.png 6185 66 MASSIVE
Sprite ground/green_1/ground/up.png 6244 66 MASSIVE
Sprite ground/green_1/ground/up.png 6303 66 MASSIVE
Sprite ground/green_1/ground/up.png 6362 66 MASSIVE
Sprite ground/green_1/ground/up.png 6421 66 MASSIVE
Sprite ground/green_1/ground/up.png 6480 66 MASSIVE
Sprite ground/green_1/ground/up.png 6539 66 MASSIVE
Sprite ground/green_1/ground/up.png 6598 66 MASSIVE
Sprite ground/green_1/ground/up.png 6657 66 MASSIVE
Sprite ground/green_1/ground/up.png 6716 66 MASSIVE
Sprite ground/green_1/ground/up.png 6775 66 MASSIVE
Sprite ground/green_1/ground/up.png 6834 66 MASSIVE
Sprite ground/green_1/ground/up.png 6893 66 MASSIVE
Sprite ground/green_1/ground/up.png 6952 66 MASSIVE
Sprite ground/green_1/ground/up.png 7011 66 MASSIVE
Sprite ground/green_1/ground/up.png 7070 66 MASSIVE
Sprite ground/green_1/ground/up.png 7129 66 MASSIVE
Sprite ground/green_1/ground/up.png 7188 66 MASSIVE
Sprite ground/green_1/ground/up.png 7247 66 MASSIVE
Sprite ground/green_1/ground/up.png 7306 66 MASSIVE
Sprite ground/green_1/ground/up.png 7365 66 MASSIVE
Sprite ground/green_1/ground/up.png 7424 66 MASSIVE
Sprite ground/green_1/ground/up.png 7483 66 MASSIVE
Sprite ground/green_1/ground/up.png 7542 66 MASSIVE
Sprite ground/green_1/ground/up.png 7601 66 MASSIVE
Sprite ground/green_1/ground/up.png 7660 66 MASSIVE
Sprite ground/green_1/ground/up.png 7719 66 MASSIVE
Sprite ground/green_1/ground/up.png 7778 66 MASSIVE
Sprite ground/green_1/ground/up.png 7837 66 MASSIVE
Sprite ground/green_1/ground/up.png 7896 66 MASSIVE
Sprite ground/green_1/ground/up.png 7955 66 MASSIVE
Sprite ground/green_1/ground/up.png 8014 66 MASSIVE
Sprite ground/green_1/ground/up.png 8073 66 MASSIVE
Sprite ground/green_1/ground/up.png 8132 66 MASSIVE
Sprite ground/green_1/ground/up.png 8191 66 MASSIVE
Sprite ground/green_1/ground/up.png 8250 66 MASSIVE
Sprite ground/green_1/ground/up.png 10449 451 MASSIVE
Sprite ground/green_1/ground/up.png 10508 451 MASSIVE
Sprite ground/green_1/ground/up.png 10567 451 MASSIVE
Sprite ground/green_1/ground/up.png 10626 451 MASSIVE
Sprite ground/green_1/ground/up.png 10685 451 MASSIVE
Sprite ground/green_1/ground/up.png 10744 451 MASSIVE
Sprite ground/green_1/ground/up.png 10803 451 MASSIVE
Sprite ground/green_1/ground/up.png 10862 451 MASSIVE
Sprite ground/green_1/ground/up.png 10921 451 MASSIVE
Sprite ground/green_1/ground/up.png 8309 66 MASSIVE
Sprite ground/green_1/ground/up.png 8368 66 MASSIVE
Sprite ground/green_1/ground/up.png 8427 66 MASSIVE
Sprite ground/green_1/ground/up.png 8486 66 MASSIVE
Sprite ground/green_1/ground/up.png 10980 451 MASSIVE
Sprite ground/green_1/ground/up.png 11039 451 MASSIVE
Sprite ground/green_1/ground/up.png 11098 451 MASSIVE
Sprite ground/green_1/ground/up.png 11157 451 MASSIVE
Sprite ground/green_1/ground/up.png 11216 451 MASSIVE
Sprite ground/green_1/ground/up.png 11275 451 MASSIVE

### Passive Objects ###
Sprite ground/green_1/ground/right.png 6592 83 PASSIVE
Sprite ground/green_1/ground/middle.png 6533 83 PASSIVE
Sprite ground/green_1/ground/left.png 6478 83 PASSIVE
Sprite hills/blue_1/1_big.png 7377 263 PASSIVE
Sprite ground/green_1/ground/left.png 6820 120 PASSIVE
Sprite ground/green_1/ground/middle.png 7288 74 PASSIVE
Sprite ground/green_1/ground/middle.png 7229 74 PASSIVE
Sprite ground/green_1/ground/middle.png 7170 74 PASSIVE
Sprite ground/green_1/ground/middle.png 7111 74 PASSIVE
Sprite ground/green_1/ground/middle.png 7052 74 PASSIVE
Sprite ground/green_1/ground/middle.png 6993 74 PASSIVE
Sprite ground/green_1/ground/middle.png 6934 74 PASSIVE
Sprite ground/green_1/ground/right.png 7347 74 PASSIVE
Sprite ground/green_1/ground/middle.png 6875 74 PASSIVE
Sprite ground/green_1/ground/left.png 6820 74 PASSIVE
Sprite ground/green_1/ground/middle.png 6875 120 PASSIVE
Sprite ground/green_2/hedges/small_2.png 6862 97 PASSIVE
Sprite ground/green_1/ground/middle.png 5946 91 PASSIVE
Sprite ground/green_1/ground/left.png 5891 91 PASSIVE
Sprite hills/blue_1/1_medium.png 5043 414 PASSIVE
Sprite hills/light_blue_1/middle.png 5202 99 PASSIVE
Sprite ground/green_1/ground/middle.png 337 666 PASSIVE
Sprite ground/green_1/ground/middle.png 337 620 PASSIVE
Sprite ground/green_1/ground/middle.png 337 574 PASSIVE
Sprite ground/green_1/ground/middle.png 337 528 PASSIVE
Sprite ground/green_1/ground/middle.png 504 73 PASSIVE
Sprite ground/green_1/ground/middle.png 504 27 PASSIVE
Sprite ground/green_1/ground/middle.png 563 73 PASSIVE
Sprite ground/green_1/ground/middle.png 563 27 PASSIVE
Sprite ground/green_1/ground/middle.png 622 73 PASSIVE
Sprite ground/green_1/ground/middle.png 622 27 PASSIVE
Sprite ground/green_1/ground/middle.png 681 73 PASSIVE
Sprite ground/green_1/ground/middle.png 681 27 PASSIVE
Sprite ground/green_1/ground/middle.png 740 73 PASSIVE
Sprite ground/green_1/ground/middle.png 740 27 PASSIVE
