### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Wed Oct 25 16:05:28 2006
Levelengine_version 1

version 0.1a

Background_color_1 255 255 255
Background_color_2 50 90 200

Background_image_type_1 1
Background_image_1 game/background/green_junglehills.png 1.000000 1.000000 0.000110
Sprite ground/green_1/ground/right_up.png 3955 44 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 5447 648 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 5678 648 MASSIVE
Sprite ground/green_1/ground/up.png 5501 648 MASSIVE
Sprite ground/green_1/ground/up.png 5560 648 MASSIVE
Sprite ground/green_1/ground/up.png 5619 648 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4758 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4782 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4806 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4830 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4854 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4878 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4902 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4926 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4950 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4974 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 4998 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5022 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5046 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5070 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5094 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5118 576 MASSIVE
Sprite blocks/stone/1.png 4715 587 MASSIVE
Sprite blocks/stone/1.png 5286 586 MASSIVE
Sprite ground/green_1/ground/up.png 1656 259 MASSIVE
Sprite ground/green_1/ground/up.png 1715 259 MASSIVE
Sprite ground/green_1/ground/up.png 1774 259 MASSIVE
Sprite ground/green_1/ground/up.png 1833 259 MASSIVE
Sprite ground/green_1/ground/up.png 1892 259 MASSIVE
Sprite ground/green_1/ground/up.png 1951 259 MASSIVE
Sprite ground/green_1/ground/up.png 2010 259 MASSIVE
Sprite ground/green_1/ground/up.png 2069 259 MASSIVE
Sprite ground/green_1/ground/up.png 2128 259 MASSIVE
Sprite ground/green_1/ground/up.png 2187 259 MASSIVE
Sprite ground/green_1/ground/up.png 2246 259 MASSIVE
Sprite ground/green_1/ground/up.png 2305 259 MASSIVE
Sprite ground/green_1/ground/up.png 2364 259 MASSIVE
Sprite ground/green_1/ground/up.png 2423 259 MASSIVE
Sprite ground/green_1/ground/up.png 2482 259 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5142 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5166 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5190 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5214 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5238 576 MASSIVE
Sprite ground/yoshi_1/rope_1_leftright.png 5262 576 MASSIVE
Sprite blocks/stone/1.png 3086 45 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 380 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 334 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 380 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 334 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 288 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 242 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 288 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 242 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 5931 427 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 6162 427 MASSIVE
Sprite ground/green_1/ground/up.png 5985 427 MASSIVE
Sprite ground/green_1/ground/up.png 6044 427 MASSIVE
Sprite ground/green_1/ground/up.png 6103 427 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 197 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 197 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 151 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 151 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 106 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 106 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 60 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 60 MASSIVE
Sprite ground/green_1/ground/hill_left.png 5931 15 MASSIVE
Sprite ground/green_1/ground/hill_right.png 6162 15 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 311 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 265 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 311 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 265 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 219 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 219 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 7186 358 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 7417 358 MASSIVE
Sprite ground/green_1/ground/up.png 7240 358 MASSIVE
Sprite ground/green_1/ground/up.png 7299 358 MASSIVE
Sprite ground/green_1/ground/up.png 7358 358 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 173 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 127 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 173 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 127 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 81 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 81 MASSIVE
Sprite ground/green_1/ground/hill_left.png 7186 35 MASSIVE
Sprite ground/green_1/ground/hill_right.png 7417 35 MASSIVE
Sprite ground/green_1/ground/up.png 7470 202 MASSIVE
Sprite ground/green_1/ground/up.png 7529 202 MASSIVE
Sprite ground/green_1/ground/up.png 7588 202 MASSIVE
Sprite ground/green_1/ground/up.png 7647 202 MASSIVE
Sprite ground/green_1/ground/up.png 7706 202 MASSIVE
Sprite ground/green_1/ground/up.png 7765 202 MASSIVE
Sprite ground/green_1/ground/up.png 7824 202 MASSIVE
Sprite ground/green_1/ground/up.png 7883 202 MASSIVE
Sprite ground/green_1/ground/up.png 7942 202 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8001 155 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8001 109 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8001 63 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 8001 202 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8001 17 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8134 154 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8134 108 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8134 62 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 8134 201 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8134 16 MASSIVE
Sprite ground/green_1/ground/up.png 8188 201 MASSIVE
Sprite ground/green_1/ground/up.png 8247 201 MASSIVE
Sprite ground/green_1/ground/up.png 8306 201 MASSIVE
Sprite ground/green_1/ground/up.png 8365 201 MASSIVE
Sprite ground/green_1/ground/up.png 8424 201 MASSIVE
Sprite ground/green_1/ground/up.png 8483 201 MASSIVE
Sprite ground/green_1/ground/up.png 8542 201 MASSIVE
Sprite ground/green_1/ground/up.png 8601 201 MASSIVE
Sprite pipes/yellow/ver.png 7911 657 MASSIVE
Sprite pipes/yellow/up.png 7911 707 MASSIVE
Sprite ground/green_1/ground/down.png 8107 1469 MASSIVE
Sprite ground/green_1/ground/down.png 8048 1469 MASSIVE
Sprite ground/green_1/ground/down.png 7989 1469 MASSIVE
Sprite ground/green_1/ground/down.png 7930 1469 MASSIVE
Sprite ground/green_1/ground/down.png 7871 1469 MASSIVE
Sprite ground/green_1/ground/down.png 7812 1469 MASSIVE
Sprite ground/green_1/ground/down.png 7753 1469 MASSIVE
Sprite ground/green_1/ground/down.png 7694 1469 MASSIVE
Sprite pipes/green/ver.png 7496 1510 MASSIVE
Sprite pipes/green/down.png 7496 1460 MASSIVE
Sprite pipes/green/ver.png 7496 1560 MASSIVE
Sprite pipes/green/ver.png 7496 1610 MASSIVE
Sprite pipes/green/ver.png 7496 1660 MASSIVE
Sprite pipes/green/ver.png 7496 1710 MASSIVE
Sprite pipes/green/ver.png 7496 1760 MASSIVE
Sprite pipes/green/ver.png 7496 1810 MASSIVE
Sprite pipes/green/ver.png 7496 1860 MASSIVE
Sprite pipes/green/ver.png 7496 1910 MASSIVE
Sprite pipes/green/ver.png 7496 1960 MASSIVE
Sprite pipes/green/ver.png 7496 2010 MASSIVE
Sprite pipes/green/ver.png 7496 2060 MASSIVE
Sprite pipes/green/ver.png 7496 2110 MASSIVE
Sprite pipes/green/ver.png 7496 2160 MASSIVE
Sprite pipes/green/ver.png 7496 2210 MASSIVE
Sprite pipes/green/ver.png 7496 2260 MASSIVE
Sprite pipes/green/ver.png 7496 2310 MASSIVE
Sprite pipes/green/ver.png 7496 2360 MASSIVE
Sprite pipes/green/ver.png 7496 2410 MASSIVE
Sprite pipes/green/ver.png 7496 2460 MASSIVE
Sprite pipes/green/ver.png 7496 2510 MASSIVE
Sprite pipes/green/ver.png 7496 2560 MASSIVE
Sprite pipes/green/ver.png 7496 2610 MASSIVE
Sprite pipes/green/ver.png 7496 2660 MASSIVE
Sprite pipes/green/ver.png 7496 2710 MASSIVE
Sprite pipes/green/ver.png 7496 2760 MASSIVE
Sprite pipes/green/ver.png 7496 2810 MASSIVE
Sprite pipes/green/ver.png 7496 2860 MASSIVE
Sprite pipes/green/ver.png 7496 2910 MASSIVE
Sprite pipes/green/ver.png 7496 2960 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 8660 201 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8660 154 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8660 108 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8660 62 MASSIVE
Sprite ground/green_1/ground/hill_right.png 8660 17 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 476 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 430 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 384 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 8943 523 MASSIVE
Sprite ground/green_1/ground/up.png 8997 523 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 338 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 292 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 246 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 200 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 155 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 109 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 63 MASSIVE
Sprite ground/green_1/ground/hill_left.png 8943 17 MASSIVE
Sprite ground/green_1/ground/up.png 9056 523 MASSIVE
Sprite ground/green_1/ground/up.png 9115 523 MASSIVE
Sprite ground/green_1/ground/up.png 9174 523 MASSIVE
Sprite ground/green_1/ground/up.png 9233 523 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 9292 523 MASSIVE
Sprite ground/green_1/ground/up.png 9346 431 MASSIVE
Sprite ground/green_1/ground/up.png 9405 431 MASSIVE
Sprite ground/green_1/ground/up.png 9464 431 MASSIVE
Sprite ground/green_1/ground/up.png 9523 431 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9292 476 MASSIVE
Sprite blocks/stone/1.png 9304 433 MASSIVE
Sprite ground/green_1/ground/hill_right_up.png 9582 431 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 384 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 338 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 292 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 246 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 200 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 154 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 108 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 62 MASSIVE
Sprite ground/green_1/ground/hill_right.png 9582 16 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9898 242 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9898 196 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9898 150 MASSIVE
Sprite ground/green_1/ground/hill_left_up.png 9898 289 MASSIVE
Sprite ground/green_1/ground/up.png 9952 289 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9898 104 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9898 58 MASSIVE
Sprite ground/green_1/ground/hill_left.png 9898 12 MASSIVE
Sprite ground/green_1/ground/up.png 10011 289 MASSIVE
Sprite ground/green_1/ground/up.png 10070 289 MASSIVE
Sprite ground/green_1/ground/up.png 10129 289 MASSIVE
Sprite ground/green_1/ground/up.png 10188 289 MASSIVE
Sprite ground/green_1/ground/up.png 10247 289 MASSIVE
Sprite ground/green_1/ground/up.png 10306 289 MASSIVE
Sprite ground/green_1/ground/up.png 10365 289 MASSIVE
Sprite ground/green_1/ground/up.png 10424 289 MASSIVE
Sprite ground/green_1/ground/up.png 10483 289 MASSIVE
Sprite ground/green_1/ground/up.png 10542 289 MASSIVE
Sprite ground/green_1/ground/up.png 10601 289 MASSIVE
Sprite ground/green_1/ground/up.png 10660 289 MASSIVE
Sprite pipes/green/up.png 10903 986 MASSIVE
Sprite pipes/green/ver.png 10903 937 MASSIVE
Sprite pipes/green/ver.png 10903 887 MASSIVE
Sprite pipes/green/ver.png 10903 837 MASSIVE
Sprite pipes/green/ver.png 10903 787 MASSIVE
Sprite pipes/green/ver.png 10903 737 MASSIVE
Sprite pipes/green/ver.png 10903 687 MASSIVE
Sprite pipes/green/ver.png 10903 638 MASSIVE
Sprite pipes/green/ver.png 10903 588 MASSIVE
Sprite pipes/green/ver.png 10903 538 MASSIVE
Sprite pipes/green/ver.png 10903 488 MASSIVE
Sprite pipes/green/ver.png 10903 439 MASSIVE
Sprite pipes/green/ver.png 10903 389 MASSIVE
Sprite pipes/green/ver.png 10903 339 MASSIVE
Sprite pipes/green/ver.png 10903 289 MASSIVE
Sprite pipes/green/ver.png 10903 240 MASSIVE
Sprite pipes/green/ver.png 10903 190 MASSIVE
Sprite pipes/green/ver.png 10903 140 MASSIVE
Sprite pipes/green/ver.png 10903 90 MASSIVE
Sprite pipes/green/ver.png 10903 41 MASSIVE
Sprite pipes/green/ver.png 10903 -9 MASSIVE
Sprite ground/green_1/ground/up.png 10719 289 MASSIVE
Sprite ground/green_1/ground/up.png 10778 289 MASSIVE
Sprite pipes/blue/up.png 10430 437 MASSIVE
Sprite pipes/blue/ver.png 10430 387 MASSIVE

### Passive Objects ###
Sprite ground/green_1/ground/middle.png 10893 410 PASSIVE
Sprite ground/green_1/ground/middle.png 10893 364 PASSIVE
Sprite ground/green_1/ground/middle.png 10893 318 PASSIVE
Sprite ground/green_1/ground/middle.png 10896 12 PASSIVE
Sprite ground/green_1/ground/middle.png 10896 58 PASSIVE
Sprite ground/green_1/ground/middle.png 10896 104 PASSIVE
Sprite ground/green_1/ground/middle.png 10896 150 PASSIVE
Sprite ground/green_1/ground/middle.png 10896 196 PASSIVE
Sprite ground/green_1/ground/middle.png 10896 242 PASSIVE
Sprite ground/green_1/ground/middle.png 10837 12 PASSIVE
Sprite ground/green_1/ground/middle.png 10837 58 PASSIVE
Sprite ground/green_1/ground/middle.png 10837 104 PASSIVE
Sprite ground/green_1/ground/middle.png 10837 150 PASSIVE
Sprite ground/green_1/ground/middle.png 10837 196 PASSIVE
Sprite ground/green_1/ground/middle.png 10837 242 PASSIVE
Sprite ground/green_1/ground/middle.png 10657 318 PASSIVE
Sprite ground/green_1/ground/middle.png 10657 364 PASSIVE
Sprite ground/green_1/ground/middle.png 10657 410 PASSIVE
Sprite hills/blue_1/1_medium.png 8299 331 PASSIVE
Sprite ground/green_1/ground/right.png 8291 239 PASSIVE
Sprite ground/green_1/ground/left.png 7764 560 PASSIVE
Sprite ground/green_1/ground/left.png 7764 514 PASSIVE
Sprite ground/green_1/ground/left.png 7764 469 PASSIVE
Sprite ground/green_1/ground/left.png 7764 423 PASSIVE
Sprite ground/green_1/ground/left.png 7764 377 PASSIVE
Sprite ground/green_1/ground/left.png 7764 331 PASSIVE
Sprite ground/green_1/ground/left.png 7764 286 PASSIVE
Sprite ground/green_1/ground/left.png 7764 240 PASSIVE
Sprite ground/green_1/ground/right.png 8291 560 PASSIVE
Sprite ground/green_1/ground/right.png 8291 514 PASSIVE
Sprite ground/green_1/ground/right.png 8291 468 PASSIVE
Sprite ground/green_1/ground/right.png 8291 422 PASSIVE
Sprite ground/green_1/ground/right.png 8291 376 PASSIVE
Sprite ground/green_1/ground/right.png 8291 330 PASSIVE
Sprite ground/green_1/ground/right.png 8291 284 PASSIVE
Sprite ground/green_1/ground/middle.png 7878 330 PASSIVE
Sprite ground/green_1/ground/middle.png 8232 239 PASSIVE
Sprite ground/green_1/ground/middle.png 8173 239 PASSIVE
Sprite ground/green_1/ground/middle.png 8114 239 PASSIVE
Sprite ground/green_1/ground/middle.png 8055 239 PASSIVE
Sprite ground/green_1/ground/middle.png 7996 239 PASSIVE
Sprite ground/green_1/ground/middle.png 7937 239 PASSIVE
Sprite ground/green_1/ground/middle.png 7878 239 PASSIVE
Sprite ground/green_1/ground/middle.png 7819 239 PASSIVE
Sprite ground/green_1/ground/left.png 1362 305 PASSIVE
Sprite ground/green_1/ground/right.png 2361 305 PASSIVE
Sprite ground/green_1/ground/middle.png 121 397 PASSIVE
